SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3,9.49,,5.7,5.7,5.7,5.7,5.7,4.1,1.1,0.15,0.019,0.006,2.1,2.1,2.1,2.11,2.12,2.25,2.81,3.71,4.59,5.09,6.22e-05,,200.5,,1.0,1,0
CC(O)(CC(O)=O)CC(O)=O,,3.95,532.0,538.0,606.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1.01,-1.02,-1.07,-1.43,-2.58,-4.36,-5.65,-5.76,-5.76,-5.76,275.0,-0.657,,,1.0,0,1
CC(O)(C[S](=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,-3.75,11.49,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00077,0.00082,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.11,0.005,-0.6085,192,,1.0,1,1
CC(O)([P](O)(O)=O)[P](O)(O)=O,,1.97,519.0,909.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,-0.78,-1.03,-1.9,-3.49,-5.02,-5.42,-5.9,-6.19,-6.25,-6.29,11.5,-0.8581,198.5,578.8,1.0,0,1
CC(O)=O,,4.79,196.0,197.0,200.0,228.0,514.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.32,-0.32,-0.33,-0.39,-0.74,-1.55,-2.52,-3.42,-3.94,-4.06,323.0,0.5968,16.6,117.9,1.0,0,1
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,10.43,12.6,56.0,55.0,55.0,54.0,48.0,23.0,5.7,1.0,0.12,0.016,-0.7,-0.7,-0.7,-0.69,-0.64,-0.32,0.28,1.03,1.96,2.84,0.0122,-0.7824,154.5,1447,0.0,1,1
CC(O)C(O)=O,,3.91,778.0,804.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.85,-0.87,-0.99,-1.52,-2.43,-3.39,-4.2,-4.54,-4.59,-4.6,562.0,,16.8,122,1.0,0,1
CC(O)CO,,14.49,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,380.0,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,952.0,-0.6594,60,187.6,1.0,0,1
CC(O)Cn1c(C)ncc1[N+]([O-])=O,2.62,14.5,628.0,83.0,20.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,-1.43,-0.56,0.04,0.2,0.22,0.22,0.22,0.22,0.22,0.22,4.88,,,,1.0,1,1
CC(S)C(=O)NCC(O)=O,-1.32,3.36,85.0,91.0,160.0,801.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.68,-0.71,-0.94,-1.65,-2.6,-3.55,-4.22,-4.51,-4.98,-5.56,,,,,1.0,1,1
CC(c1ccccn1)C2=C(CCN(C)C)Cc3ccccc23,9.58,,947.0,942.0,901.0,632.0,210.0,82.0,22.0,2.8,0.35,0.1,-0.25,-0.25,-0.23,-0.08,0.39,0.81,1.37,2.27,3.17,3.71,0.239,0.7598,,,1.0,1,0
CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,8.69,,7.4,7.4,7.4,7.1,5.9,2.1,0.28,0.034,0.0085,0.0059,2.03,2.03,2.03,2.04,2.13,2.58,3.45,4.36,4.96,5.11,0.00102,0.8866,97,,1.0,1,0
CC1(C)C2CCC1(C)C(=O)C2,,,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,1.6,0.8084,180,204,1.0,0,0
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12,-2.25,3.83,0.00067,0.0007,0.00081,0.0019,0.013,0.11,0.53,0.88,0.95,0.95,5.52,5.51,5.45,5.06,4.23,3.3,2.61,2.4,2.37,2.37,0.000575,0.5697,,,1.0,1,1
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc4ccncc4)ccc12,5.21,11.75,340.0,240.0,67.0,2.7,0.067,0.015,0.012,0.011,0.011,0.012,-0.6,-0.44,0.11,1.51,3.11,3.76,3.87,3.88,3.88,3.88,0.0112,,,,1.0,1,1
CC1(C)NC(=O)N(c2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)C1=O,-1.34,7.59,0.079,0.079,0.079,0.079,0.079,0.079,0.098,0.27,1.6,5.7,1.93,1.94,1.94,1.94,1.93,1.92,1.84,1.4,0.61,0.08,0.00419,-0.5254,,,1.0,1,1
CC1(C)N[C@@H](C(=O)N1[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4,5.09,2.45,0.00058,6.2e-05,1.2e-05,1.4e-05,8.6e-05,0.00082,0.0082,0.082,0.78,6.2,5.52,6.11,6.76,6.69,5.92,5.12,4.75,4.69,4.68,4.68,0.512,-0.7602,190,,1.0,1,1
CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,9.11,13.73,410.0,410.0,410.0,400.0,330.0,110.0,15.0,1.9,0.48,0.34,-2.82,-2.82,-2.81,-2.8,-2.72,-2.26,-1.39,-0.48,0.11,0.26,0.334,,,,0.0,1,1
CC1(C)O[C@@H]2CO[C@@]3(CO[S](N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,-8.22,9.22,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.1,0.15,0.64,2.16,2.16,2.16,2.16,2.16,2.16,2.15,2.13,1.96,1.34,9.8,-0.6055,124,438.7,1.0,1,1
CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@@]2(O1)C(=O)CO,,12.87,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.56,,-0.6162,258.5,,1.0,0,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,,13.19,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,3.03,0.0112,,276.5,,1.0,0,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,,12.78,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,,0.5,267,,1.0,0,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,,12.87,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,,0.5279,251,,1.0,0,1
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(O)=O,9.04,2.41,2.0,0.39,0.16,0.13,0.13,0.13,0.14,0.18,0.55,4.6,0.32,0.23,-0.03,-0.15,-0.17,-0.17,-0.18,-0.29,-0.73,-1.25,0.979,-0.6287,,,1.0,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O,7.36,2.45,8.2,1.1,0.34,0.29,0.29,0.34,1.1,8.2,79.0,778.0,-1.85,-1.63,-1.36,-1.29,-1.29,-1.38,-1.8,-2.34,-2.51,-2.54,1.9,-0.8171,182.5,,1.0,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,-1.32,2.45,0.47,0.6,2.0,16.0,150.0,976.0,1000.0,1000.0,1000.0,1000.0,1.9,1.78,1.26,0.36,-0.61,-1.42,-1.77,-1.83,-1.83,-1.83,0.21,-0.8956,215.5,,1.0,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(O)=O,-0.65,2.44,0.036,0.0461,0.16,1.2,12.0,74.0,160.0,180.0,190.0,190.0,0.8,0.69,0.17,-0.74,-1.7,-2.51,-2.86,-2.91,-2.92,-2.92,,-0.7255,,,1.0,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,6.81,2.44,6.3,0.8,0.25,0.2,0.2,0.26,0.87,7.0,70.0,643.0,-1.58,-1.38,-1.1,-1.02,-1.02,-1.13,-1.6,-2.11,-2.25,-2.27,10.1,-0.8956,,,1.0,1,1
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,,,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.6e-05,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,0.00125,,,,0.0,0,0
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,,,3.8e-05,3.8e-05,3.8e-05,3.8e-05,3.8e-05,3.8e-05,3.8e-05,3.8e-05,3.8e-05,3.8e-05,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,6.91e-05,0.7366,34,220,1.0,0,0
CC1(C)[C@@H](N2[C@@H](CC2=O)[S]1(=O)=O)C(O)=O,-3.28,2.62,2.1,2.6,7.0,51.0,469.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.38,0.29,-0.14,-1.01,-1.98,-2.84,-3.27,-3.35,-3.36,-3.36,48.5,,,,1.0,1,1
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O,,4.71,0.0013,0.0013,0.0014,0.0016,0.0039,0.027,0.25,1.9,5.6,7.5,5.5,5.5,5.49,5.42,5.03,4.2,3.23,2.34,1.86,1.76,0.00172,,,,1.0,0,1
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(O)=O)C(O)=O,,2.76,0.0024,0.0029,0.013,0.8,120.0,913.0,1000.0,1000.0,1000.0,1000.0,4.63,4.56,3.9,2.11,-0.06,-0.95,-1.09,-1.11,-1.11,-1.11,,,,,0.0,0,1
CC1(CCN2CCCCC2)C(=O)CCc3ccccc13,9.2,,271.0,271.0,271.0,270.0,250.0,150.0,30.0,3.5,0.57,0.25,0.92,0.92,0.92,0.92,0.95,1.17,1.86,2.79,3.6,3.95,0.0429,,,,1.0,1,0
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,,12.1,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.49,0.0811,,,,1.0,0,1
CC12CC3CC(C)(C1)CC(N)(C3)C2,10.79,,477.0,477.0,477.0,477.0,477.0,468.0,396.0,160.0,23.0,2.7,-0.1,-0.1,-0.1,-0.1,-0.1,-0.09,-0.02,0.38,1.22,2.15,,0.6082,,239.8,1.0,1,0
CC12CCC(=O)C=C1C=CC3C2CCC4(C)C3CCC45CCC(=O)O5,,,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,0.0042,,,,1.0,0,0
CC12CCC3C(CC=C4C=C(CCC34)OC5CCCC5)C1CCC2(O)C#C,,13.08,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,0.00044,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,0.00211,,,,1.0,0,1
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2OC5=CCCC5,,,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,0.001,,,,1.0,0,0
CC12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CCC2O[P](O)(O)=O,-1.88,1.88,0.0029,0.0057,0.036,0.32,2.4,8.8,29.0,68.0,78.0,78.0,3.8,3.49,2.71,1.75,0.87,0.31,-0.2,-0.56,-0.64,-0.64,0.000468,,,,1.0,1,1
CC1=C(C(c2cccc(c2)[N+]([O-])=O)C(=C(C)N1)[P]3(=O)OCC(C)(C)CO3)C(=O)OCCN(Cc4ccccc4)c5ccccc5,4.03,,2.0,0.6,0.02,0.0018,0.00082,0.00076,0.00069,0.00069,0.00069,0.00069,2.33,2.86,4.35,5.4,5.73,5.78,5.78,5.78,5.78,5.78,,,,746.9,0.0,1,0
CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(O)=O)c2ccccc2,,4.76,0.0024,0.0025,0.0025,0.0029,0.0067,0.046,0.43,3.3,10.0,13.0,4.63,4.63,4.62,4.56,4.19,3.37,2.4,1.51,1.0,0.89,0.00359,,,,1.0,0,1
CC1=C(C=C(C#N)C(=O)N1)c2ccncc2,5.72,7.21,999.0,999.0,632.0,120.0,17.0,5.3,6.8,30.0,160.0,334.0,-1.23,-1.2,-0.97,-0.28,0.58,1.08,0.99,0.33,-0.39,-0.68,,0.6889,300,,1.0,1,1
CC1=C(CCN2CCC(CC2)=C(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5C=CSC5=N1,7.74,,0.53,0.33,0.3,0.25,0.091,0.012,0.0015,0.00037,0.00026,0.00024,1.87,2.07,2.11,2.19,2.63,3.49,4.41,5.02,5.18,5.2,0.00981,,,,1.0,1,0
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,8.07,13.0,571.0,310.0,100.0,64.0,33.0,6.0,0.73,0.12,0.055,0.051,-2.64,-2.38,-1.9,-1.68,-1.41,-0.68,0.26,1.04,1.36,1.4,,-0.5496,,,1.0,1,1
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,8.07,,140.0,110.0,49.0,17.0,7.4,1.4,0.16,0.026,0.013,0.011,-1.41,-1.32,-0.94,-0.5,-0.14,0.6,1.53,2.31,2.62,2.67,2.33,-0.5057,,442,1.0,1,0
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,,12.48,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.52,0.6632,,,1.0,0,1
CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,5.0,3.04,1000.0,1000.0,200.0,110.0,170.0,893.0,1000.0,1000.0,1000.0,1000.0,-4.64,-4.32,-3.73,-3.49,-3.69,-4.37,-5.06,-5.31,-5.35,-5.35,15.8,,,,1.0,1,1
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,7.17,3.12,110.0,14.0,2.3,1.1,1.0,1.2,3.1,22.0,230.0,999.0,-3.34,-3.26,-2.96,-2.75,-2.72,-2.79,-3.15,-3.74,-4.04,-4.43,1.11,-0.8634,197,,1.0,1,1
CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,8.2,,7.4,7.4,7.0,6.7,3.9,0.82,0.094,0.015,0.0067,0.0059,1.17,1.17,1.18,1.21,1.43,2.12,3.05,3.86,4.21,4.27,0.01,0.5421,233,,1.0,1,0
CC1=C(SCCO1)C(=O)Nc2ccccc2,0.49,14.31,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.73,1.83,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,0.147,0.6035,91.5,,1.0,1,1
CC1=CC(=O)C[C@@H]2CCC3C4CCC(O)C4(C)CCC3C12C,,15.08,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,0.022,,,,1.0,0,1
CC1=CC(=O)Oc2cc(O)ccc12,,8.0,1.9,1.9,1.9,1.9,1.9,1.9,2.1,3.9,21.0,181.0,2.43,2.43,2.43,2.43,2.43,2.43,2.39,2.13,1.39,0.46,1.99,0.9151,,,1.0,0,1
CC1=CC(=O)Oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12,,12.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.82,,,,1.0,0,1
CC1=CC(=O)c2ccccc2C1=O,,,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,0.16,0.8641,107,,1.0,0,0
CC1=CN(C(=O)C=C1)c2ccccc2,-0.16,,4.6,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.32,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,2.89,0.8614,,,1.0,1,0
CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,,9.55,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,6.8,21.0,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.84,-0.86,-0.96,-1.44,20.0,-0.8851,,,1.0,0,1
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,,9.47,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.8,19.0,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.65,-0.66,-0.77,-1.27,,-0.8958,159.5,,1.0,0,1
CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,,9.55,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.9,8.3,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.21,-0.31,-0.77,79.2,,,,1.0,0,1
CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)C(=O)NC1=O,,9.55,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,3.1,9.1,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.14,-0.24,-0.72,87.7,,,,1.0,0,1
CC1=CNC(=O)NC1=O,-4.15,9.24,0.9,0.9,0.9,0.9,0.9,0.9,0.91,1.1,2.6,15.0,-0.62,-0.62,-0.62,-0.62,-0.62,-0.62,-0.63,-0.7,-1.09,-1.86,3.82,-0.7937,316,,1.0,1,1
CC1=NN(C(=O)C1)c2ccccc2,2.73,,110.0,19.0,4.9,3.3,3.1,3.1,3.1,3.1,3.1,3.1,-0.82,-0.05,0.55,0.71,0.73,0.73,0.73,0.73,0.73,0.73,1.0,,,,1.0,1,0
CC1=N[S](=O)(=O)c2cc(Cl)ccc2N1,-3.09,8.99,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.39,0.72,3.7,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.15,0.89,0.18,2.85,-0.5765,,,1.0,1,1
CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,,12.13,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,0.0997,0.7443,51.5,193,1.0,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CCl,,12.03,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.26,0.0142,,,,1.0,0,1
CC1CCc2c(N3CCC(O)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1.27,5.55,0.094,0.035,0.03,0.03,0.036,0.097,0.72,6.5,47.0,130.0,1.98,2.4,2.48,2.48,2.4,1.96,1.09,0.13,-0.74,-1.17,0.632,,,,1.0,1,1
CC1CN(CCN1)c2cc3N(C=C(C(O)=O)C(=O)c3c(C)c2F)C4CC4,8.74,6.44,15.0,15.0,14.0,9.7,2.5,0.36,0.13,0.12,0.36,2.7,-0.55,-0.53,-0.53,-0.51,-0.36,0.15,0.57,0.57,0.11,-0.65,0.632,0.5,,,1.0,1,1
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,7.37,5.19,87.0,58.0,15.0,1.9,0.29,0.13,0.18,0.83,7.2,61.0,-1.27,-1.24,-1.2,-0.95,-0.37,-0.07,-0.2,-0.82,-1.55,-1.84,28.3,0.8867,,,1.0,1,1
CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)[S](N)(=O)=O,1.87,9.35,0.16,0.035,0.022,0.021,0.02,0.02,0.021,0.022,0.032,0.15,1.07,1.73,1.93,1.96,1.96,1.96,1.96,1.94,1.77,1.1,0.0342,-0.5529,161,,1.0,1,1
CC1NCCOC1c2ccccc2,8.58,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,319.0,41.0,12.0,8.7,-1.36,-1.36,-1.36,-1.35,-1.24,-0.73,0.16,1.06,1.6,1.72,0.005,0.7082,139,,1.0,1,0
CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)[S](N)(=O)=O,-2.79,10.0,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,0.0048,0.0084,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.16,3.12,2.87,0.0603,-0.8957,256,,1.0,1,1
CC1OC(C)OC(C)O1,,,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,177.0,,,124,1.0,0,0
CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,,13.01,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,0.0427,,,,1.0,0,1
CC1SC2=C(C(O)=O)C(=O)c3cc(F)c(cc3N12)N4CCN(CC4)CC5=C(C)OC(=O)O5,7.66,5.85,7.8,6.5,2.5,0.36,0.043,0.011,0.014,0.083,0.74,6.5,-0.54,-0.53,-0.45,-0.03,0.76,1.35,1.23,0.48,-0.42,-1.01,0.593,,,,1.0,1,1
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,-2.93,7.82,0.094,0.094,0.094,0.094,0.094,0.094,0.11,0.23,1.3,5.8,2.01,2.01,2.01,2.01,2.01,2.01,1.95,1.62,0.87,0.23,0.0524,0.5,,,1.0,1,1
CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,,2.81,0.073,0.082,0.18,1.2,11.0,85.0,290.0,385.0,397.0,397.0,2.83,2.78,2.43,1.63,0.66,-0.24,-0.78,-0.89,-0.91,-0.91,0.0194,0.5597,119.5,,1.0,0,1
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,9.05,,59.0,59.0,59.0,59.0,53.0,28.0,5.0,0.56,0.099,0.053,0.83,0.83,0.83,0.83,0.88,1.16,1.92,2.85,3.6,3.88,0.0059,0.7841,235,,1.0,1,0
CCC(=O)C(CC(C)N1CCCCC1)(c2ccccc2)c3ccccc3,9.49,,13.0,13.0,13.0,13.0,12.0,8.7,2.4,0.31,0.042,0.013,2.0,2.0,2.0,2.0,2.02,2.15,2.71,3.61,4.49,4.98,0.000757,0.7979,,,1.0,1,0
CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,7.53,9.96,999.0,999.0,999.0,999.0,999.0,673.0,84.0,24.7,20.0,35.0,-2.3,-2.29,-2.28,-2.17,-1.67,-0.78,0.12,0.66,0.75,0.51,3.01,0.7753,156.5,,1.0,1,1
CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,8.92,,200.0,190.0,190.0,170.0,130.0,33.0,4.0,0.54,0.19,0.15,0.56,0.58,0.58,0.6,0.75,1.33,2.23,3.11,3.58,3.67,0.74,0.6459,83.5,,1.0,1,0
CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC,7.89,,190.0,180.0,180.0,140.0,43.0,5.4,0.7,0.2,0.15,0.15,0.82,0.85,0.86,0.98,1.49,2.38,3.28,3.81,3.93,3.95,,0.5201,,,1.0,1,0
CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,-0.49,16.37,0.083,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,2.28,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,0.0164,0.5893,,,1.0,1,1
CCC(=O)N[S](=O)(=O)c1ccc(cc1)c2c(C)onc2c3ccccc3,-3.45,5.08,0.0027,0.0027,0.0027,0.0029,0.0048,0.023,0.12,0.24,0.26,0.27,4.33,4.33,4.33,4.3,4.07,3.39,2.67,2.38,2.33,2.33,0.0162,-0.644,,,1.0,1,1
CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2,9.19,,37.0,37.0,37.0,37.0,33.9,20.0,4.1,0.48,0.075,0.034,1.0,1.0,1.0,1.0,1.03,1.25,1.95,2.88,3.69,4.03,0.00332,,75.5,,1.0,1,0
CCC(=O)OC(O[P](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(O)=O)C3CCCCC3)C(C)C,-2.79,3.38,0.0068,0.0073,0.0096,0.036,0.29,2.7,17.0,34.0,39.0,39.0,6.46,6.45,6.31,5.75,4.84,3.87,3.08,2.77,2.72,2.72,,-0.6561,151,,0.0,1,1
