SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,9.07,12.9,402.0,160.0,65.0,52.0,48.0,32.0,7.2,0.86,0.12,0.048,0.77,1.17,1.56,1.65,1.68,1.86,2.5,3.42,4.26,4.67,0.042,0.5187,100,,1.0,1,1
CCCCOc1ccc(CC(=O)NO)cc1,,9.24,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.49,0.71,3.1,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.55,2.37,1.74,,,154,,1.0,0,1
CCCCOc1ccc(OCCCN2CCOCC2)cc1,7.18,,1000.0,1000.0,1000.0,645.0,130.0,15.0,2.3,1.1,0.94,0.94,-0.51,-0.51,-0.48,-0.25,0.45,1.38,2.19,2.52,2.58,2.58,0.221,,,,1.0,1,0
CCCCSc1ccc(cc1)C(SCCN(C)C)c2ccccc2,8.86,,10.0,10.0,10.0,10.0,9.0,4.0,0.58,0.068,0.014,0.009,1.58,1.58,1.58,1.58,1.65,2.01,2.84,3.76,4.44,4.65,5.96e-05,,,,1.0,1,0
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,4.39,4.15,1.1,0.27,0.041,0.0093,0.016,0.085,0.2,0.23,0.24,0.24,0.79,1.32,2.11,2.74,2.51,1.83,1.51,1.46,1.46,1.46,,-0.8957,181,682,1.0,1,1
CCCCc1nn(Cc2ccc(nc2)c3ccccc3c4n[nH]nn4)c(CCCC)n1,4.15,,0.62,0.014,0.00075,0.00029,0.00079,0.0054,0.02,0.028,0.03,0.03,2.14,3.36,4.59,4.99,4.57,3.93,3.68,3.64,3.64,3.64,0.00667,0.5,,,1.0,1,0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,9.37,,0.061,0.061,0.061,0.061,0.059,0.04,0.0097,0.0012,0.00016,6.1e-05,4.71,4.71,4.72,4.72,4.74,4.9,5.51,6.43,7.29,7.72,,0.66,,100,0.0,1,0
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,8.07,14.18,564.0,260.0,220.0,170.0,53.0,6.6,0.86,0.24,0.18,0.17,0.06,0.39,0.47,0.59,1.09,1.98,2.88,3.43,3.55,3.57,0.19,,203.25,,1.0,1,1
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c4ccc(OC)cc24)CC1)NC(=O)c5ccccc5,7.09,13.48,1.0,0.46,0.15,0.064,0.012,0.0014,0.00022,0.0001,9.3e-05,9.3e-05,3.63,3.96,4.45,4.82,5.56,6.49,7.29,7.61,7.66,7.66,0.00116,,,,0.0,1,1
CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1,-0.81,4.51,1.4,1.4,1.4,1.8,5.7,43.0,415.0,1000.0,1000.0,1000.0,2.69,2.69,2.68,2.58,2.08,1.19,0.22,-0.61,-0.98,-1.05,0.145,,,,1.0,1,1
CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c2ccccc2,9.62,13.53,130.0,130.0,130.0,130.0,120.0,98.0,31.0,4.1,0.51,0.14,1.04,1.04,1.04,1.05,1.06,1.16,1.65,2.53,3.43,3.99,0.00583,,,,1.0,1,1
CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,-5.36,3.69,0.25,0.25,0.31,0.77,5.1,46.0,210.0,328.0,351.0,351.0,2.51,2.5,2.43,2.03,1.19,0.26,-0.41,-0.61,-0.63,-0.64,0.0271,-0.6074,195,,1.0,1,1
CCCN(CCc1sccc1)C2CCc3c(O)cccc3C2,8.83,10.49,21.0,21.0,21.0,21.0,17.0,6.3,0.91,0.11,0.027,0.025,1.26,1.26,1.26,1.27,1.35,1.77,2.62,3.54,4.14,4.18,0.00904,0.5864,,,1.0,1,1
CCCN1C(=O)NC(=O)c2[nH]cnc12,1.5,10.26,2.7,0.68,0.47,0.45,0.45,0.45,0.45,0.45,0.49,0.84,-0.49,0.13,0.29,0.31,0.31,0.31,0.31,0.31,0.28,0.04,5.68,-0.6282,288,,1.0,1,1
CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,8.12,14.85,999.0,779.0,637.0,480.0,150.0,19.0,2.4,0.69,0.52,0.52,-0.73,-0.38,-0.29,-0.17,0.35,1.24,2.14,2.67,2.79,2.8,0.0576,0.5912,,,1.0,1,1
CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1,-1.57,4.71,0.24,0.24,0.26,0.39,1.5,9.1,21.0,24.0,24.0,24.0,2.29,2.29,2.27,2.1,1.49,0.73,0.36,0.3,0.3,0.3,0.258,-0.6198,129.5,,1.0,1,1
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,7.83,13.46,890.0,882.0,850.0,634.0,180.0,22.0,2.8,0.94,0.74,0.71,-0.88,-0.88,-0.86,-0.73,-0.18,0.72,1.6,2.1,2.21,2.22,0.0285,,172.5,,1.0,1,1
CCCNC(C)C(=O)Nc1ccccc1C,7.95,14.24,1000.0,1000.0,1000.0,1000.0,654.0,86.0,11.0,3.1,2.2,2.1,-1.21,-1.09,-1.06,-0.95,-0.46,0.42,1.32,1.88,2.01,2.03,0.541,0.7888,37.5,160.5,1.0,1,1
CCCN[C@@H]1CCc2nc(N)sc2C1,9.47,,1000.0,1000.0,1000.0,1000.0,1000.0,991.0,232.0,27.0,3.8,1.4,-1.75,-1.75,-1.7,-1.44,-0.95,-0.6,0.02,0.94,1.81,2.25,,-0.6419,289,378,1.0,1,0
CCCO,,15.24,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,391.0,0.7733,126.1,97.2,1.0,0,1
CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I,-1.84,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.238,,,,1.0,1,0
CCCOC(=O)c1ccc(O)cc1,,8.23,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.8,7.6,65.0,2.9,2.9,2.9,2.9,2.9,2.9,2.88,2.7,2.06,1.14,0.96,,,,1.0,0,1
CCCOC(C)=O,,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,28.2,0.795,93,101.5,1.0,0,0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,5.37,10.72,2.2,2.0,0.98,0.17,0.024,0.0088,0.0072,0.0072,0.0085,0.021,0.51,0.55,0.86,1.62,2.46,2.91,2.99,2.99,2.92,2.53,,-0.8957,209,,1.0,1,1
CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,8.74,12.87,999.0,999.0,999.0,999.0,999.0,943.0,110.0,16.0,5.5,4.7,-1.35,-1.35,-1.35,-1.33,-1.18,-0.58,0.33,1.2,1.65,1.74,,-0.8236,142,,1.0,1,1
CCC[C@@]1(CCc2ccccc2)CC(=O)C(=C(O)O1)[C@H](CC)c3cccc(N[S](=O)(=O)c4ccc(cn4)C(F)(F)F)c3,-3.87,4.5,2.2e-05,2.2e-05,2.2e-05,2.9e-05,0.0001,0.0015,0.066,0.55,0.66,0.66,6.92,6.91,6.9,6.79,6.25,5.08,3.44,2.52,2.42,2.42,,-0.6103,,,0.0,1,1
CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,5.67,3.15,200.0,150.0,52.0,22.0,25.0,88.0,446.0,855.0,943.0,954.0,1.03,1.2,1.72,2.09,2.02,1.47,0.74,0.41,0.36,0.35,1.22,-0.7871,,,1.0,1,1
CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(O)=O)C(O)=O,-6.31,2.19,0.0011,0.0019,0.017,0.89,32.0,56.0,59.0,59.0,59.0,59.0,1.26,1.02,0.07,-1.63,-3.2,-3.45,-3.45,-3.45,-3.45,-3.45,0.145,-0.5125,,,1.0,1,1
CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,7.15,9.86,8.8,3.0,1.6,0.88,0.16,0.019,0.0031,0.0015,0.0015,0.003,-0.21,0.27,0.54,0.81,1.53,2.46,3.26,3.58,3.58,3.26,0.325,0.5502,192,,1.0,1,1
CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)C(O)=O)C(C)(C)O,7.17,2.39,0.17,0.014,0.0049,0.0067,0.03,0.28,4.0,63.0,130.0,130.0,0.16,0.36,0.39,0.22,-0.27,-0.59,-0.78,-1.11,-1.25,-1.27,,-0.6865,177.6,800,1.0,1,1
CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(O)=O)c5nc6ccccc6n5C,5.01,3.86,0.21,0.14,0.01,0.00077,0.0005,0.0017,0.013,0.057,0.093,0.098,2.99,3.09,3.75,4.7,4.86,4.34,3.65,3.37,3.33,3.33,,-0.8957,262,,0.0,1,1
CCCc1nn(C)c2C(=O)N=C(Nc12)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(C)CC4,6.03,10.05,11.0,6.2,3.0,0.52,0.062,0.011,0.0057,0.0052,0.0057,0.01,-0.85,-0.61,-0.29,0.48,1.41,2.16,2.42,2.46,2.43,2.19,3.5,0.7078,189.5,,1.0,1,1
CCCl,,,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,14.1,,,,1.0,0,0
CCCn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12,0.58,,2.7,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.73,0.85,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,2.72,,,,1.0,1,0
CCN(C(C)=O)c1cccc(c1)c2ccnc3n2ncc3C#N,-1.47,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.0403,0.5973,158,,1.0,1,0
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,8.62,,999.0,999.0,999.0,999.0,999.0,999.0,989.0,130.0,35.0,28.0,-1.05,-1.05,-1.04,-1.03,-0.92,-0.41,0.47,1.37,1.91,2.04,2.04,0.7001,,,1.0,1,0
CCN(CC)C(=O)/C(=C/c1cc(O)c(O)c(c1)[N+]([O-])=O)C#N,-1.48,5.15,2.3,2.3,2.3,2.4,3.4,12.0,100.0,766.0,1000.0,1000.0,2.12,2.12,2.11,2.1,1.96,1.38,0.47,-0.42,-0.92,-1.04,0.0797,-0.5817,,,1.0,1,1
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,6.14,,999.0,999.0,999.0,619.0,73.0,13.0,7.3,6.9,6.9,6.9,-2.64,-2.59,-2.28,-1.5,-0.57,0.16,0.42,0.45,0.46,0.46,0.153,0.6206,130.75,,1.0,1,0
CCN(CC)C(=O)N1CCN(C)CC1,7.15,,1000.0,1000.0,1000.0,1000.0,233.0,28.0,4.8,2.6,2.4,2.2,-1.44,-1.44,-1.4,-1.11,-0.35,0.58,1.33,1.61,1.65,1.66,63.7,0.5947,152.5,,1.0,1,0
CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,8.5,13.06,140.0,140.0,140.0,130.0,85.0,19.0,2.3,0.33,0.13,0.11,0.1,0.11,0.11,0.13,0.31,0.96,1.88,2.72,3.12,3.19,0.14,-0.6106,,,1.0,1,1
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,9.5,13.81,387.0,360.0,360.0,350.0,350.0,270.0,83.0,11.0,1.4,0.38,-1.22,-1.18,-1.18,-1.18,-1.17,-1.06,-0.55,0.33,1.23,1.78,0.174,,121,,1.0,1,1
CCN(CC)C(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,7.41,17.31,715.0,708.0,682.0,501.0,140.0,17.0,2.2,0.74,0.58,0.58,-0.39,-0.39,-0.37,-0.23,0.33,1.23,2.11,2.6,2.7,2.71,0.27,-0.5938,82.5,,1.0,1,1
CCN(CC)C(=O)c1cccnc1,4.01,,1000.0,1000.0,601.0,180.0,130.0,130.0,130.0,130.0,130.0,130.0,-1.31,-0.61,0.25,0.79,0.91,0.92,0.92,0.92,0.92,0.92,109.0,,,,1.0,1,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.86,,0.0042,0.0025,0.0024,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,3.57,3.79,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,0.00409,0.548,71.5,117,1.0,1,0
CCN(CC)C(C)C(=O)c1ccccc1,8.49,,1000.0,1000.0,1000.0,1000.0,883.0,244.0,31.0,4.1,1.3,1.0,-0.55,-0.55,-0.55,-0.53,-0.4,0.16,1.06,1.95,2.44,2.54,1.22,0.8532,,,1.0,1,0
CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13,9.88,,1.1,1.0,1.0,1.0,1.0,0.87,0.34,0.053,0.0062,0.0013,2.79,2.8,2.81,2.81,2.81,2.88,3.27,4.1,5.03,5.69,0.000693,0.766,167,,1.0,1,0
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,8.24,11.95,12.0,12.0,12.0,11.0,6.8,1.4,0.17,0.026,0.011,0.0097,1.95,1.95,1.95,1.98,2.19,2.86,3.79,4.61,4.98,5.04,50.0,0.5989,123,,1.0,1,1
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.96,14.23,1000.0,1000.0,1000.0,1000.0,579.0,82.0,9.8,2.3,1.5,1.5,-1.44,-1.03,-0.91,-0.82,-0.41,0.44,1.36,2.0,2.17,2.19,4.1,,68.5,159.5,1.0,1,1
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,8.08,12.32,7.6,7.6,7.6,6.7,3.7,0.67,0.076,0.013,0.0067,0.0062,0.26,0.26,0.26,0.3,0.58,1.33,2.26,3.02,3.31,3.35,0.0855,-0.6251,162.5,,1.0,1,1
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,10.47,,110.0,110.0,110.0,110.0,77.0,28.0,9.3,2.2,0.27,0.035,0.31,0.31,0.31,0.33,0.46,0.91,1.38,2.01,2.93,3.81,0.0175,0.5804,88.25,,1.0,1,0
CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3,10.35,,25.0,25.0,25.0,22.0,12.0,3.9,1.7,0.35,0.042,0.0061,1.58,1.58,1.58,1.63,1.92,2.41,2.75,3.42,4.34,5.19,0.00782,0.7047,120.5,,1.0,1,0
CCN(CC)CCNC(=O)c1ccc(N)cc1,9.09,15.36,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,120.0,18.0,7.1,-2.67,-2.26,-1.88,-1.79,-1.76,-1.57,-0.92,0.01,0.84,1.24,5.05,0.666,167,,1.0,1,1
CCN(CC)CCNc1ccc(C)c2Sc3ccccc3C(=O)c12,10.0,,1.5,0.51,0.34,0.33,0.33,0.29,0.14,0.023,0.0027,0.00051,1.42,1.89,2.04,2.07,2.07,2.12,2.44,3.23,4.16,4.89,0.00315,0.5555,,,1.0,1,0
CCN(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12,9.99,14.04,5.7,3.3,3.0,3.0,3.0,2.6,1.2,0.2,0.024,0.0046,0.43,0.67,0.71,0.71,0.72,0.77,1.09,1.88,2.82,3.53,0.0168,,,,1.0,1,1
CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,9.24,,280.0,280.0,280.0,270.0,260.0,160.0,35.0,4.1,0.61,0.26,0.38,0.38,0.38,0.38,0.41,0.62,1.3,2.22,3.04,3.41,0.0437,,,,1.0,1,0
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,9.24,,120.0,120.0,120.0,120.0,110.0,68.0,14.0,1.7,0.26,0.11,1.54,1.54,1.54,1.54,1.57,1.78,2.46,3.38,4.2,4.57,0.00327,0.6616,165.5,,1.0,1,0
CCN(CC)CCOC(=O)c1ccc(N)cc1,9.24,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,220.0,26.0,4.0,1.7,-1.64,-1.17,-0.89,-0.85,-0.82,-0.61,0.05,0.98,1.81,2.18,9.45,0.6291,61,,1.0,1,0
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,9.14,,782.0,436.0,395.0,390.0,360.0,210.0,41.0,4.9,0.79,0.35,-0.57,-0.31,-0.27,-0.26,-0.23,0.0,0.71,1.64,2.44,2.77,1.3,0.6107,173.5,,1.0,1,0
CCN(CC)CCOC(=O)c1cccc(c1O)c2ccccc2,9.2,7.83,50.0,50.0,50.0,47.0,44.0,20.0,3.4,0.85,0.78,3.0,2.1,2.1,2.1,2.1,2.14,2.39,3.07,3.69,3.71,3.13,0.244,,,,1.0,1,1
CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,9.69,,210.0,210.0,210.0,200.0,200.0,160.0,57.0,7.7,0.93,0.24,1.01,1.01,1.01,1.02,1.03,1.11,1.57,2.44,3.35,3.94,,,92.5,,1.0,1,0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5.62,9.43,190.0,190.0,150.0,64.0,24.0,15.0,4.3,0.57,0.11,0.078,-0.97,-0.96,-0.88,-0.5,-0.08,0.13,0.63,1.49,2.23,2.36,0.0088,0.5966,207,,1.0,1,1
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,8.87,14.76,672.0,672.0,668.0,645.0,457.0,77.0,5.0,0.47,0.097,0.057,-0.57,-0.57,-0.56,-0.55,-0.4,0.38,1.57,2.58,3.28,3.5,0.0261,-0.5154,90,,1.0,1,1
CCN1C(=O)C=CC1=O,-2.18,,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,254.0,0.6548,45.5,,1.0,1,0
CCN1C(=O)N(CC)c2nc(/C=C/c3ccc(OC)c(OC)c3)n(C)c2C1=O,0.47,,0.022,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,2.51,2.61,2.62,2.63,2.63,2.63,2.63,2.63,2.63,2.63,,,191,601,1.0,1,0
CCN1C(=O)NC(C1=O)c2ccccc2,-1.95,8.01,3.5,3.5,3.5,3.5,3.5,3.7,3.9,6.9,35.0,180.0,1.06,1.06,1.06,1.06,1.06,1.06,1.02,0.77,0.07,-0.64,5.28,0.5629,94,,1.0,1,1
CCN1C(=O)OC(C)(C)C1=O,-2.18,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,160.0,,,,1.0,1,0
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,8.57,-0.25,33.0,28.0,17.0,3.3,0.46,0.15,0.12,0.17,0.63,5.3,-0.69,-0.66,-0.65,-0.6,-0.33,0.0,0.06,-0.07,-0.58,-1.12,27.2,-0.5416,239.75,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,7.41,0.16,190.0,150.0,60.0,9.0,1.2,0.37,0.4,1.7,15.0,130.0,-1.22,-1.19,-1.16,-0.97,-0.39,0.08,0.02,-0.59,-1.37,-1.76,11.4,0.9002,,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,8.68,0.16,220.0,170.0,77.0,12.0,1.6,0.45,0.35,0.42,1.4,11.0,-1.44,-1.38,-1.37,-1.33,-1.09,-0.74,-0.65,-0.75,-1.22,-1.79,178.0,-0.8683,227.5,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,8.19,6.04,999.0,698.0,74.0,7.7,0.9,0.22,0.16,0.24,1.1,9.6,-2.24,-1.76,-1.55,-1.46,-1.15,-0.71,-0.6,-0.76,-1.36,-1.95,3.43,-0.8957,222,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cc3OCOc3cc12,-2.04,5.94,0.044,0.044,0.044,0.044,0.05,0.097,0.57,5.2,44.0,170.0,-0.38,-0.38,-0.38,-0.39,-0.43,-0.72,-1.48,-2.44,-3.36,-3.96,1.91,,,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12,6.12,3.45,110.0,35.0,5.6,1.9,1.5,2.0,6.7,53.0,439.0,1000.0,-2.37,-1.9,-1.12,-0.64,-0.56,-0.66,-1.2,-2.1,-3.0,-3.57,2.3,0.6315,229.5,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2ccc(cc12)c3ccncc3,4.62,6.48,14.0,7.1,1.3,0.19,0.088,0.26,2.1,19.0,110.0,240.0,-1.89,-1.61,-0.86,-0.03,0.3,-0.17,-1.07,-2.04,-2.82,-3.12,0.102,0.6365,290,,1.0,1,1
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N3CCNCC3,8.51,4.14,1000.0,160.0,17.0,2.4,0.94,0.79,0.79,1.0,3.6,28.0,-3.42,-3.3,-3.24,-2.99,-2.74,-2.69,-2.7,-2.81,-3.27,-3.78,0.746,,,,1.0,1,1
CCN1C=CC(=NC1=O)N[S](=O)(=O)c2ccc(N)cc2,3.36,2.78,120.0,24.0,6.5,21.0,88.0,140.0,140.0,140.0,140.0,140.0,-2.32,-1.71,-1.17,-1.67,-2.19,-2.31,-2.33,-2.33,-2.33,-2.33,1.75,-0.6162,166.5,,1.0,1,1
CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,7.3,,19.0,18.0,17.0,12.0,2.7,0.32,0.045,0.018,0.015,0.015,2.54,2.54,2.56,2.74,3.37,4.3,5.14,5.55,5.63,5.64,,0.6673,218,,1.0,1,0
CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)[S](=O)(=O)CC,8.97,13.73,1000.0,1000.0,1000.0,1000.0,979.0,613.0,130.0,15.0,2.3,1.0,-1.61,-1.6,-1.6,-1.6,-1.57,-1.37,-0.7,0.23,1.05,1.42,0.293,-0.7127,181.5,,1.0,1,1
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](=O)(=O)CC,8.97,13.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,240.0,29.0,4.3,1.7,-1.71,-1.71,-1.71,-1.7,-1.68,-1.49,-0.85,0.08,0.92,1.31,0.201,,,,1.0,1,1
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](N)(=O)=O,8.97,9.98,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,300.0,34.0,5.5,3.8,-2.32,-2.32,-2.32,-2.32,-2.3,-2.1,-1.44,-0.51,0.28,0.43,2.28,-0.8957,,,1.0,1,1
CCN1CCC[C@@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,8.97,5.93,230.0,150.0,34.0,3.8,0.45,0.097,0.063,0.059,0.09,0.38,0.48,0.48,0.48,0.5,0.64,0.96,1.11,1.11,0.98,0.63,0.126,,,,1.0,1,1
CCN1CCN(C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)C(=O)C1=O,0.67,2.65,0.11,0.094,0.24,1.7,16.0,120.0,330.0,410.0,480.0,998.0,-1.72,-1.65,-2.06,-2.92,-3.88,-4.75,-5.2,-5.29,-5.36,-5.68,1.11,,,,0.0,1,1
CCN1CCN(CC1)c2cc(c3ccc(F)cc3)c4CCCCCCc4n2,7.66,,970.0,970.0,959.0,845.0,200.0,5.1,0.31,0.099,0.081,0.077,1.68,1.68,1.68,1.74,2.36,3.95,5.17,5.68,5.77,5.78,0.0359,,,,1.0,1,0
CCN1N=C(C(O)=O)C(=O)c2cc3OCOc3cc12,4.33,,0.63,0.63,0.66,0.94,3.7,31.0,281.0,999.0,999.0,999.0,-1.99,-1.99,-2.0,-2.14,-2.64,-3.12,-3.24,-3.26,-3.26,-3.26,0.961,-0.515,261.5,,1.0,1,0
CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,-0.95,14.52,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,5.77,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,0.000767,,,,1.0,1,1
CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(Cc2cn(Cc3ccccc3)cn2)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CO)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]cn7)NC(=O)C8CCC(=O)N8,13.84,9.82,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,150.0,9.9,1.1,0.24,-3.28,-3.28,-3.28,-3.26,-3.04,-1.9,-0.97,-0.8,-0.82,-1.01,,,,,0.0,1,1
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,9.41,13.05,260.0,260.0,260.0,250.0,220.0,68.0,4.3,0.36,0.054,0.024,-1.55,-1.55,-1.55,-1.54,-1.47,-0.96,0.22,1.3,2.13,2.48,,-0.6583,103,,1.0,1,1
CCNC(C)Cc1cccc(c1)C(F)(F)F,10.23,,509.0,509.0,509.0,509.0,504.0,474.0,291.0,60.0,7.2,1.1,0.45,0.45,0.45,0.45,0.46,0.48,0.69,1.38,2.3,3.12,0.412,0.7004,165,110,1.0,1,0
CCNCC(O)c1cccc(O)c1,9.22,9.81,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,292.0,53.0,53.0,-2.47,-2.47,-2.47,-2.47,-2.44,-2.22,-1.52,-0.6,0.14,0.14,13.8,,208.5,,1.0,1,1
CCN[C@H]1CN(CCCOC)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,6.78,9.62,120.0,120.0,96.0,35.0,5.0,0.58,0.12,0.081,0.088,0.23,1.2,1.21,1.27,1.65,2.48,3.41,4.07,4.26,4.22,3.82,0.713,-0.7123,131,,1.0,1,1
CCN[C@H]1C[C@H](C)[S](=O)(=O)c2sc(cc12)[S](N)(=O)=O,6.92,9.48,578.0,571.0,513.0,250.0,42.0,4.9,0.91,0.52,0.58,1.7,-1.43,-1.42,-1.37,-1.06,-0.28,0.65,1.38,1.62,1.56,1.09,0.699,-0.6627,,,1.0,1,1
